"","ID","status","word1","word2","response","answer_key","accuracy","rt","attempt","NAtrials","contrast","cswl_list","item","trained","Task"
"165","5b9d3b7e1b99540001d790c0","complete","tapsa.wav","t2_ttapsa.wav","m","m",1,1102,1,NA,"hindi","B","11","1","AX_Pre-test"
"166","5b9ec2a99624180001131869","complete","gostta.wav","t2_gostta.wav","y","y",1,1398,1,NA,"hindi","A","19","0","AX_Pre-test"
"167","5b9ec2a99624180001131869","complete","t2_ttapsa.wav","ttapsa.wav","m","y",0,1140,1,NA,"hindi","A","8","1","AX_Pre-test"
"168","5b9ec2a99624180001131869","complete","gosta.wav","t2_gosta.wav","y","y",1,1611,1,NA,"hindi","A","13","0","AX_Pre-test"
"169","5b9ec2a99624180001131869","complete","t2_gostta.wav","gosta.wav","y","m",0,1075,1,NA,"hindi","A","23","0","AX_Pre-test"
"170","5b9ec2a99624180001131869","complete","t2_ttapsa.wav","ttapsa.wav","m","y",0,1508,1,NA,"hindi","A","7","1","AX_Pre-test"
"171","5b9ec2a99624180001131869","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1583,1,NA,"hindi","A","11","1","AX_Pre-test"
"172","5b9ec2a99624180001131869","complete","gosta.wav","t2_gosta.wav","y","y",1,1445,1,NA,"hindi","A","15","0","AX_Pre-test"
"173","5b9ec2a99624180001131869","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1599,1,NA,"hindi","A","12","1","AX_Pre-test"
"174","5b9ec2a99624180001131869","complete","gostta.wav","t2_gostta.wav","y","y",1,1448,1,NA,"hindi","A","21","0","AX_Pre-test"
"175","5b9ec2a99624180001131869","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1619,1,NA,"hindi","A","10","1","AX_Pre-test"
"176","5b9ec2a99624180001131869","complete","t2_gostta.wav","gosta.wav","y","m",0,1577,1,NA,"hindi","A","22","0","AX_Pre-test"
"177","5b9ec2a99624180001131869","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,1097,1,NA,"hindi","A","6","1","AX_Pre-test"
"178","5b9ec2a99624180001131869","complete","t2_tapsa.wav","tapsa.wav","y","y",1,1608,1,NA,"hindi","A","1","1","AX_Pre-test"
"179","5b9ec2a99624180001131869","complete","gosta.wav","t2_gosta.wav","y","y",1,1503,1,NA,"hindi","A","14","0","AX_Pre-test"
"180","5b9ec2a99624180001131869","complete","t2_tapsa.wav","tapsa.wav","m","y",0,1515,1,NA,"hindi","A","3","1","AX_Pre-test"
"181","5b9ec2a99624180001131869","complete","gosta.wav","t2_gostta.wav","y","m",0,1081,1,NA,"hindi","A","17","0","AX_Pre-test"
"182","5b9ec2a99624180001131869","complete","t2_ttapsa.wav","tapsa.wav","m","m",1,1404,1,NA,"hindi","A","4","1","AX_Pre-test"
"183","5b9ec2a99624180001131869","complete","gosta.wav","t2_gostta.wav","m","m",1,1431,1,NA,"hindi","A","18","0","AX_Pre-test"
"184","5b9ec2a99624180001131869","complete","t2_gostta.wav","gosta.wav","y","m",0,1079,1,NA,"hindi","A","24","0","AX_Pre-test"
"185","5b9ec2a99624180001131869","complete","t2_tapsa.wav","tapsa.wav","m","y",0,1077,1,NA,"hindi","A","2","1","AX_Pre-test"
"186","5b9ec2a99624180001131869","complete","gosta.wav","t2_gostta.wav","m","m",1,1126,1,NA,"hindi","A","16","0","AX_Pre-test"
"187","5b9ec2a99624180001131869","complete","t2_ttapsa.wav","ttapsa.wav","m","y",0,1112,1,NA,"hindi","A","9","1","AX_Pre-test"
"188","5b9ec2a99624180001131869","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,1582,1,NA,"hindi","A","5","1","AX_Pre-test"
"189","5b9ec2a99624180001131869","complete","gostta.wav","t2_gostta.wav","y","y",1,1617,1,NA,"hindi","A","20","0","AX_Pre-test"
"190","5b291e8b8ccfef0001bdd651","complete","gostta.wav","t2_gostta.wav","y","y",1,1175,1,NA,"hindi","B","19","0","AX_Pre-test"
"191","5b291e8b8ccfef0001bdd651","complete","t2_ttapsa.wav","ttapsa.wav","y","y",1,1107,1,NA,"hindi","B","8","1","AX_Pre-test"
"192","5b291e8b8ccfef0001bdd651","complete","gosta.wav","t2_gosta.wav","y","y",1,1104,1,NA,"hindi","B","13","0","AX_Pre-test"
"193","5b291e8b8ccfef0001bdd651","complete","t2_gostta.wav","gosta.wav","y","m",0,1408,1,NA,"hindi","B","23","0","AX_Pre-test"
"194","5b291e8b8ccfef0001bdd651","complete","t2_ttapsa.wav","ttapsa.wav","y","y",1,1403,1,NA,"hindi","B","7","1","AX_Pre-test"
"195","5b291e8b8ccfef0001bdd651","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1427,1,NA,"hindi","B","11","1","AX_Pre-test"
"196","5b291e8b8ccfef0001bdd651","complete","gosta.wav","t2_gosta.wav","y","y",1,1093,1,NA,"hindi","B","15","0","AX_Pre-test"
"197","5b291e8b8ccfef0001bdd651","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1159,1,NA,"hindi","B","12","1","AX_Pre-test"
"198","5b291e8b8ccfef0001bdd651","complete","gostta.wav","t2_gostta.wav","y","y",1,1423,1,NA,"hindi","B","21","0","AX_Pre-test"
"199","5b291e8b8ccfef0001bdd651","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1415,1,NA,"hindi","B","10","1","AX_Pre-test"
"200","5b291e8b8ccfef0001bdd651","complete","t2_gostta.wav","gosta.wav","y","m",0,1161,1,NA,"hindi","B","22","0","AX_Pre-test"
"201","5b291e8b8ccfef0001bdd651","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,1116,1,NA,"hindi","B","6","1","AX_Pre-test"
"202","5b291e8b8ccfef0001bdd651","complete","t2_tapsa.wav","tapsa.wav","y","y",1,1127,1,NA,"hindi","B","1","1","AX_Pre-test"
"203","5b291e8b8ccfef0001bdd651","complete","gosta.wav","t2_gosta.wav","y","y",1,1095,1,NA,"hindi","B","14","0","AX_Pre-test"
"204","5b291e8b8ccfef0001bdd651","complete","t2_tapsa.wav","tapsa.wav","y","y",1,1165,1,NA,"hindi","B","3","1","AX_Pre-test"
"205","5b291e8b8ccfef0001bdd651","complete","gosta.wav","t2_gostta.wav","y","m",0,1400,1,NA,"hindi","B","17","0","AX_Pre-test"
"206","5b291e8b8ccfef0001bdd651","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,1100,1,NA,"hindi","B","4","1","AX_Pre-test"
"207","5b291e8b8ccfef0001bdd651","complete","gosta.wav","t2_gostta.wav","y","m",0,1113,1,NA,"hindi","B","18","0","AX_Pre-test"
"208","5b291e8b8ccfef0001bdd651","complete","t2_gostta.wav","gosta.wav","y","m",0,1393,1,NA,"hindi","B","24","0","AX_Pre-test"
"209","5b291e8b8ccfef0001bdd651","complete","t2_tapsa.wav","tapsa.wav","y","y",1,1006,1,NA,"hindi","B","2","1","AX_Pre-test"
"210","5b291e8b8ccfef0001bdd651","complete","gosta.wav","t2_gostta.wav","y","m",0,1136,1,NA,"hindi","B","16","0","AX_Pre-test"
"211","5b291e8b8ccfef0001bdd651","complete","t2_ttapsa.wav","ttapsa.wav","y","y",1,1396,1,NA,"hindi","B","9","1","AX_Pre-test"
"212","5b291e8b8ccfef0001bdd651","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,1072,1,NA,"hindi","B","5","1","AX_Pre-test"
"213","5b291e8b8ccfef0001bdd651","complete","gostta.wav","t2_gostta.wav","y","y",1,1115,1,NA,"hindi","B","20","0","AX_Pre-test"
"214","5afc4ab7bb36f900018ef256","complete","gosta.wav","t2_gosta.wav","y","y",1,1156,1,NA,"hindi","A","15","0","AX_Pre-test"
"215","5afc4ab7bb36f900018ef256","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1117,1,NA,"hindi","A","12","1","AX_Pre-test"
"216","5afc4ab7bb36f900018ef256","complete","gostta.wav","t2_gostta.wav","y","y",1,1167,1,NA,"hindi","A","21","0","AX_Pre-test"
"217","5afc4ab7bb36f900018ef256","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1162,1,NA,"hindi","A","10","1","AX_Pre-test"
"218","5afc4ab7bb36f900018ef256","complete","t2_gostta.wav","gosta.wav","y","m",0,1429,1,NA,"hindi","A","22","0","AX_Pre-test"
"219","5afc4ab7bb36f900018ef256","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,1123,1,NA,"hindi","A","6","1","AX_Pre-test"
"220","5afc4ab7bb36f900018ef256","complete","gostta.wav","t2_gostta.wav","y","y",1,1129,1,NA,"hindi","A","19","0","AX_Pre-test"
"221","5afc4ab7bb36f900018ef256","complete","t2_ttapsa.wav","ttapsa.wav","y","y",1,1164,1,NA,"hindi","A","8","1","AX_Pre-test"
"222","5afc4ab7bb36f900018ef256","complete","gosta.wav","t2_gosta.wav","y","y",1,1124,1,NA,"hindi","A","13","0","AX_Pre-test"
"223","5afc4ab7bb36f900018ef256","complete","t2_gostta.wav","gosta.wav","y","m",0,1401,1,NA,"hindi","A","23","0","AX_Pre-test"
"224","5afc4ab7bb36f900018ef256","complete","t2_ttapsa.wav","ttapsa.wav","y","y",1,1103,1,NA,"hindi","A","7","1","AX_Pre-test"
"225","5afc4ab7bb36f900018ef256","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1131,1,NA,"hindi","A","11","1","AX_Pre-test"
"226","5afc4ab7bb36f900018ef256","complete","t2_gostta.wav","gosta.wav","y","m",0,1405,1,NA,"hindi","A","24","0","AX_Pre-test"
"227","5afc4ab7bb36f900018ef256","complete","t2_tapsa.wav","tapsa.wav","y","y",1,1096,1,NA,"hindi","A","2","1","AX_Pre-test"
"228","5afc4ab7bb36f900018ef256","complete","gosta.wav","t2_gostta.wav","y","m",0,1128,1,NA,"hindi","A","16","0","AX_Pre-test"
"229","5afc4ab7bb36f900018ef256","complete","t2_ttapsa.wav","ttapsa.wav","y","y",1,1098,1,NA,"hindi","A","9","1","AX_Pre-test"
"230","5afc4ab7bb36f900018ef256","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,1088,1,NA,"hindi","A","5","1","AX_Pre-test"
"231","5afc4ab7bb36f900018ef256","complete","gostta.wav","t2_gostta.wav","y","y",1,1108,1,NA,"hindi","A","20","0","AX_Pre-test"
"232","5afc4ab7bb36f900018ef256","complete","t2_tapsa.wav","tapsa.wav","y","y",1,1074,1,NA,"hindi","A","1","1","AX_Pre-test"
"233","5afc4ab7bb36f900018ef256","complete","gosta.wav","t2_gosta.wav","y","y",1,1067,1,NA,"hindi","A","14","0","AX_Pre-test"
"234","5afc4ab7bb36f900018ef256","complete","t2_tapsa.wav","tapsa.wav","y","y",1,1090,1,NA,"hindi","A","3","1","AX_Pre-test"
"235","5afc4ab7bb36f900018ef256","complete","gosta.wav","t2_gostta.wav","y","m",0,1092,1,NA,"hindi","A","17","0","AX_Pre-test"
"236","5afc4ab7bb36f900018ef256","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,1621,1,NA,"hindi","A","4","1","AX_Pre-test"
"237","5afc4ab7bb36f900018ef256","complete","gosta.wav","t2_gostta.wav","y","m",0,1068,1,NA,"hindi","A","18","0","AX_Pre-test"
"238","5b3a541e06f9f90001fb9c00","complete","tapsa.wav","t2_tapsa.wav","m","y",0,1548.84000006132,1,NA,"hindi","1","B","1","AX_Post-test"
"239","5b3a541e06f9f90001fb9c00","complete","t2_gosta.wav","gosta.wav","y","y",1,1802.49999999069,1,NA,"hindi","14","B","0","AX_Post-test"
"240","5b3a541e06f9f90001fb9c00","complete","tapsa.wav","t2_tapsa.wav","m","y",0,1424.69499993604,1,NA,"hindi","3","B","1","AX_Post-test"
"241","5b3a541e06f9f90001fb9c00","complete","t2_gostta.wav","gosta.wav","m","m",1,2581.45500009414,1,NA,"hindi","17","B","0","AX_Post-test"
"242","5b3a541e06f9f90001fb9c00","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1496.4049999835,1,NA,"hindi","4","B","1","AX_Post-test"
"243","5b3a541e06f9f90001fb9c00","complete","t2_gostta.wav","gosta.wav","y","m",0,1763.05499998853,1,NA,"hindi","18","B","0","AX_Post-test"
"244","5b3a541e06f9f90001fb9c00","complete","gosta.wav","t2_gostta.wav","y","m",0,1553.94000001252,1,NA,"hindi","24","B","0","AX_Post-test"
"245","5b3a541e06f9f90001fb9c00","complete","tapsa.wav","t2_tapsa.wav","y","y",1,1572.27000000421,1,NA,"hindi","2","B","1","AX_Post-test"
"246","5b3a541e06f9f90001fb9c00","complete","t2_gostta.wav","gosta.wav","y","m",0,1372.2650000127,1,NA,"hindi","16","B","0","AX_Post-test"
"247","5b3a541e06f9f90001fb9c00","complete","ttapsa.wav","t2_ttapsa.wav","m","y",0,2472.30999998283,1,NA,"hindi","9","B","1","AX_Post-test"
"248","5b3a541e06f9f90001fb9c00","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,2311.21499999426,1,NA,"hindi","5","B","1","AX_Post-test"
"249","5b3a541e06f9f90001fb9c00","complete","t2_gostta.wav","gostta.wav","y","y",1,1572.4250000203,1,NA,"hindi","20","B","0","AX_Post-test"
"250","5b3a541e06f9f90001fb9c00","complete","t2_gostta.wav","gostta.wav","y","y",1,1185.53000001702,1,NA,"hindi","19","B","0","AX_Post-test"
"251","5b3a541e06f9f90001fb9c00","complete","ttapsa.wav","t2_ttapsa.wav","y","y",1,1428.66000009235,1,NA,"hindi","8","B","1","AX_Post-test"
"252","5b3a541e06f9f90001fb9c00","complete","t2_gosta.wav","gosta.wav","y","y",1,1728.37999998592,1,NA,"hindi","13","B","0","AX_Post-test"
"253","5b3a541e06f9f90001fb9c00","complete","gosta.wav","t2_gostta.wav","y","m",0,1277.20499993302,1,NA,"hindi","23","B","0","AX_Post-test"
"254","5b3a541e06f9f90001fb9c00","complete","ttapsa.wav","t2_ttapsa.wav","y","y",1,2506.78499997593,1,NA,"hindi","7","B","1","AX_Post-test"
"255","5b3a541e06f9f90001fb9c00","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,1648.54500000365,1,NA,"hindi","11","B","1","AX_Post-test"
"256","5b3a541e06f9f90001fb9c00","complete","t2_gosta.wav","gosta.wav","m","y",0,1600.74000002351,1,NA,"hindi","15","B","0","AX_Post-test"
"257","5b3a541e06f9f90001fb9c00","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,1187.40500009153,1,NA,"hindi","12","B","1","AX_Post-test"
"258","5b3a541e06f9f90001fb9c00","complete","t2_gostta.wav","gostta.wav","y","y",1,1831.38499991037,1,NA,"hindi","21","B","0","AX_Post-test"
"259","5b3a541e06f9f90001fb9c00","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,1483.7599999737,1,NA,"hindi","10","B","1","AX_Post-test"
"260","5b3a541e06f9f90001fb9c00","complete","gosta.wav","t2_gostta.wav","y","m",0,1981.9950000383,1,NA,"hindi","22","B","0","AX_Post-test"
"261","5b3a541e06f9f90001fb9c00","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,2837.77999994345,1,NA,"hindi","6","B","1","AX_Post-test"
"262","5a09b895517dfb00013db8b8","complete","t2_gostta.wav","gostta.wav","m","y",0,1447,1,NA,"hindi","19","B","0","AX_Post-test"
"263","5a09b895517dfb00013db8b8","complete","ttapsa.wav","t2_ttapsa.wav","m","y",0,1243,1,NA,"hindi","8","B","1","AX_Post-test"
"264","5a09b895517dfb00013db8b8","complete","t2_gosta.wav","gosta.wav","m","y",0,1732,1,NA,"hindi","13","B","0","AX_Post-test"
"265","5a09b895517dfb00013db8b8","complete","gosta.wav","t2_gostta.wav","m","m",1,1498,1,NA,"hindi","23","B","0","AX_Post-test"
"266","5a09b895517dfb00013db8b8","complete","ttapsa.wav","t2_ttapsa.wav","m","y",0,1244,1,NA,"hindi","7","B","1","AX_Post-test"
"267","5a09b895517dfb00013db8b8","complete","t2_ttapsa.wav","tapsa.wav","m","m",1,1168,1,NA,"hindi","11","B","1","AX_Post-test"
"268","5a09b895517dfb00013db8b8","complete","tapsa.wav","t2_tapsa.wav","m","y",0,1110,1,NA,"hindi","1","B","1","AX_Post-test"
"269","5a09b895517dfb00013db8b8","complete","t2_gosta.wav","gosta.wav","m","y",0,1458,1,NA,"hindi","14","B","0","AX_Post-test"
"270","5a09b895517dfb00013db8b8","complete","tapsa.wav","t2_tapsa.wav","m","y",0,1314,1,NA,"hindi","3","B","1","AX_Post-test"
"271","5a09b895517dfb00013db8b8","complete","t2_gostta.wav","gosta.wav","y","m",0,1877,1,NA,"hindi","17","B","0","AX_Post-test"
"272","5a09b895517dfb00013db8b8","complete","tapsa.wav","t2_ttapsa.wav","m","m",1,1586,1,NA,"hindi","4","B","1","AX_Post-test"
"273","5a09b895517dfb00013db8b8","complete","t2_gostta.wav","gosta.wav","m","m",1,1629,1,NA,"hindi","18","B","0","AX_Post-test"
"274","5a09b895517dfb00013db8b8","complete","gosta.wav","t2_gostta.wav","m","m",1,1445,1,NA,"hindi","24","B","0","AX_Post-test"
"275","5a09b895517dfb00013db8b8","complete","tapsa.wav","t2_tapsa.wav","m","y",0,1425,1,NA,"hindi","2","B","1","AX_Post-test"
"276","5a09b895517dfb00013db8b8","complete","t2_gostta.wav","gosta.wav","m","m",1,1614,1,NA,"hindi","16","B","0","AX_Post-test"
"277","5a09b895517dfb00013db8b8","complete","ttapsa.wav","t2_ttapsa.wav","m","y",0,1683,1,NA,"hindi","9","B","1","AX_Post-test"
"278","5a09b895517dfb00013db8b8","complete","tapsa.wav","t2_ttapsa.wav","m","m",1,1470,1,NA,"hindi","5","B","1","AX_Post-test"
"279","5a09b895517dfb00013db8b8","complete","t2_gostta.wav","gostta.wav","m","y",0,1510,1,NA,"hindi","20","B","0","AX_Post-test"
"280","5a09b895517dfb00013db8b8","complete","t2_gosta.wav","gosta.wav","y","y",1,1488,1,NA,"hindi","15","B","0","AX_Post-test"
"281","5a09b895517dfb00013db8b8","complete","t2_ttapsa.wav","tapsa.wav","m","m",1,1270,1,NA,"hindi","12","B","1","AX_Post-test"
"282","5a09b895517dfb00013db8b8","complete","t2_gostta.wav","gostta.wav","y","y",1,1638,1,NA,"hindi","21","B","0","AX_Post-test"
"283","5a09b895517dfb00013db8b8","complete","t2_ttapsa.wav","tapsa.wav","m","m",1,1110,1,NA,"hindi","10","B","1","AX_Post-test"
"284","5a09b895517dfb00013db8b8","complete","gosta.wav","t2_gostta.wav","y","m",0,1893,1,NA,"hindi","22","B","0","AX_Post-test"
"285","5a09b895517dfb00013db8b8","complete","tapsa.wav","t2_ttapsa.wav","m","m",1,1349,1,NA,"hindi","6","B","1","AX_Post-test"
"286","5aad4225811b2000016f6ed1","complete","t2_gostta.wav","gostta.wav","y","y",1,2081.60999999382,1,NA,"hindi","19","B","0","AX_Post-test"
"287","5aad4225811b2000016f6ed1","complete","ttapsa.wav","t2_ttapsa.wav","m","y",0,904.489999986254,1,NA,"hindi","8","B","1","AX_Post-test"
"288","5aad4225811b2000016f6ed1","complete","t2_gosta.wav","gosta.wav","y","y",1,1541.90000001108,1,NA,"hindi","13","B","0","AX_Post-test"
"289","5aad4225811b2000016f6ed1","complete","gosta.wav","t2_gostta.wav","m","m",1,992.729999998119,1,NA,"hindi","23","B","0","AX_Post-test"
"290","5aad4225811b2000016f6ed1","complete","ttapsa.wav","t2_ttapsa.wav","y","y",1,1693.8450000016,1,NA,"hindi","7","B","1","AX_Post-test"
"291","5aad4225811b2000016f6ed1","complete","t2_ttapsa.wav","tapsa.wav","m","m",1,1065.6799999997,1,NA,"hindi","11","B","1","AX_Post-test"
"292","5aad4225811b2000016f6ed1","complete","gosta.wav","t2_gostta.wav","m","m",1,1179.73999999231,1,NA,"hindi","24","B","0","AX_Post-test"
"293","5aad4225811b2000016f6ed1","complete","tapsa.wav","t2_tapsa.wav","y","y",1,1552.02000000281,1,NA,"hindi","2","B","1","AX_Post-test"
"294","5aad4225811b2000016f6ed1","complete","t2_gostta.wav","gosta.wav","m","m",1,752.619999984745,1,NA,"hindi","16","B","0","AX_Post-test"
"295","5aad4225811b2000016f6ed1","complete","ttapsa.wav","t2_ttapsa.wav","y","y",1,642.34999998007,1,NA,"hindi","9","B","1","AX_Post-test"
"296","5aad4225811b2000016f6ed1","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,817.335000028834,1,NA,"hindi","5","B","1","AX_Post-test"
"297","5aad4225811b2000016f6ed1","complete","t2_gostta.wav","gostta.wav","m","y",0,1068.2449999731,1,NA,"hindi","20","B","0","AX_Post-test"
"298","5aad4225811b2000016f6ed1","complete","t2_gosta.wav","gosta.wav","m","y",0,1272.21000002464,1,NA,"hindi","15","B","0","AX_Post-test"
"299","5aad4225811b2000016f6ed1","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,789.12000003038,1,NA,"hindi","12","B","1","AX_Post-test"
"300","5aad4225811b2000016f6ed1","complete","t2_gostta.wav","gostta.wav","y","y",1,1437.5149999978,1,NA,"hindi","21","B","0","AX_Post-test"
"301","5aad4225811b2000016f6ed1","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,1502.25499999942,1,NA,"hindi","10","B","1","AX_Post-test"
"302","5aad4225811b2000016f6ed1","complete","gosta.wav","t2_gostta.wav","y","m",0,1638.48000002326,1,NA,"hindi","22","B","0","AX_Post-test"
"303","5aad4225811b2000016f6ed1","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,1266.8999999878,1,NA,"hindi","6","B","1","AX_Post-test"
"304","5aad4225811b2000016f6ed1","complete","tapsa.wav","t2_tapsa.wav","y","y",1,1049.04500005068,1,NA,"hindi","1","B","1","AX_Post-test"
"305","5aad4225811b2000016f6ed1","complete","t2_gosta.wav","gosta.wav","m","y",0,1048.32499998156,1,NA,"hindi","14","B","0","AX_Post-test"
"306","5aad4225811b2000016f6ed1","complete","tapsa.wav","t2_tapsa.wav","y","y",1,879.985000006855,1,NA,"hindi","3","B","1","AX_Post-test"
"307","5aad4225811b2000016f6ed1","complete","t2_gostta.wav","gosta.wav","m","m",1,1385.98999998067,1,NA,"hindi","17","B","0","AX_Post-test"
"308","5aad4225811b2000016f6ed1","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,891.145000001416,1,NA,"hindi","4","B","1","AX_Post-test"
"309","5aad4225811b2000016f6ed1","complete","t2_gostta.wav","gosta.wav","y","m",0,1083.47000001231,1,NA,"hindi","18","B","0","AX_Post-test"
"310","5b9ec2a99624180001131869","complete","tapsa.wav","t2_tapsa.wav","y","y",1,927,1,NA,"hindi","1","A","1","AX_Post-test"
"311","5b9ec2a99624180001131869","complete","t2_gosta.wav","gosta.wav","y","y",1,1525,1,NA,"hindi","14","A","0","AX_Post-test"
"312","5b9ec2a99624180001131869","complete","tapsa.wav","t2_tapsa.wav","y","y",1,813,1,NA,"hindi","3","A","1","AX_Post-test"
"313","5b9ec2a99624180001131869","complete","t2_gostta.wav","gosta.wav","y","m",0,1378,1,NA,"hindi","17","A","0","AX_Post-test"
"314","5b9ec2a99624180001131869","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,786,1,NA,"hindi","4","A","1","AX_Post-test"
"315","5b9ec2a99624180001131869","complete","t2_gostta.wav","gosta.wav","y","m",0,1272,1,NA,"hindi","18","A","0","AX_Post-test"
"316","5b9ec2a99624180001131869","complete","t2_gosta.wav","gosta.wav","y","y",1,1823,1,NA,"hindi","15","A","0","AX_Post-test"
"317","5b9ec2a99624180001131869","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,822,1,NA,"hindi","12","A","1","AX_Post-test"
"318","5b9ec2a99624180001131869","complete","t2_gostta.wav","gostta.wav","y","y",1,1124,1,NA,"hindi","21","A","0","AX_Post-test"
"319","5b9ec2a99624180001131869","complete","t2_ttapsa.wav","tapsa.wav","y","m",0,718,1,NA,"hindi","10","A","1","AX_Post-test"
"320","5b9ec2a99624180001131869","complete","gosta.wav","t2_gostta.wav","m","m",1,1828,1,NA,"hindi","22","A","0","AX_Post-test"
"321","5b9ec2a99624180001131869","complete","tapsa.wav","t2_ttapsa.wav","y","m",0,479,1,NA,"hindi","6","A","1","AX_Post-test"
"322","5b9ec2a99624180001131869","complete","gosta.wav","t2_gostta.wav","m","m",1,1169,1,NA,"hindi","24","A","0","AX_Post-test"
"323","5b9ec2a99624180001131869","complete","tapsa.wav","t2_tapsa.wav","m","y",0,1911,1,NA,"hindi","2","A","1","AX_Post-test"
